"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
5,066733961E0;2,189999968E-1;-9,029000282E0;2,820000052E-1;9,036057276E0
5,069223192E0;2,290000021E-1;-9,024000168E0;2,939999998E-1;9,031691759E0
5,071712115E0;2,220000029E-1;-9,006999969E0;3,810000122E-1;9,017787615E0
5,074201361E0;3,370000124E-1;-9,029000282E0;2,779999971E-1;9,039562993E0
5,076690284E0;1,759999990E-1;-8,904999733E0;2,700000107E-1;8,910830278E0
5,079179207E0;2,599999905E-1;-8,975999832E0;2,489999980E-1;8,983216238E0
5,081668438E0;1,739999950E-1;-8,935999870E0;1,990000010E-1;8,939908874E0
5,084157361E0;1,120000035E-1;-8,947999954E0;1,790000051E-1;8,950490947E0
5,086646524E0;1,070000008E-1;-8,918999672E0;3,179999888E-1;8,925308294E0
5,089135524E0;1,260000020E-1;-8,902000427E0;2,750000060E-1;8,907138295E0
5,091624754E0;1,330000013E-1;-8,842000008E0;2,800000012E-1;8,847432008E0
5,094113985E0;1,159999967E-1;-8,828000069E0;1,519999951E-1;8,830070510E0
5,096602899E0;4,899999872E-2;-8,859000206E0;2,579999864E-1;8,862891720E0
5,099091745E0;4,699999839E-2;-8,880999565E0;2,349999994E-1;8,884232509E0
5,101581284E0;5,700000003E-2;-8,880999565E0;1,959999949E-1;8,883344994E0
5,104070284E0;4,899999872E-2;-8,772999763E0;2,129999995E-1;8,775721899E0
5,106559438E0;-2,999999933E-2;-8,812999725E0;1,720000058E-1;8,814729046E0
5,109048453E0;3,500000015E-2;-8,836999893E0;9,700000286E-2;8,837601548E0
5,111537684E0;3,299999982E-2;-8,760999680E0;2,230000049E-1;8,763899440E0
5,114026607E0;-3,900000080E-2;-8,821000099E0;2,319999933E-1;8,824136657E0
5,116515760E0;-5,799999833E-2;-8,829999924E0;2,150000036E-1;8,832807462E0
5,119004453E0;6,000000052E-3;-8,732000351E0;2,150000036E-1;8,734648884E0
5,121493674E0;-9,200000018E-2;-8,664999962E0;2,150000036E-1;8,668155129E0
5,123982827E0;-7,800000161E-2;-8,638999939E0;7,699999958E-2;8,639695188E0
5,126471827E0;-9,700000286E-2;-8,689000130E0;2,700000070E-2;8,689583491E0
5,128960981E0;-7,000000030E-2;-8,664999962E0;1,180000007E-1;8,666086103E0
5,131449972E0;-6,599999964E-2;-8,737000465E0;1,870000064E-1;8,739250662E0
5,133938895E0;-1,280000061E-1;-8,630999565E0;6,499999762E-2;8,632193377E0
5,136428049E0;-1,110000014E-1;-8,701000214E0;1,089999974E-1;8,702390862E0
5,138917049E0;-5,600000173E-2;-8,664999962E0;2,660000026E-1;8,669262733E0
5,141405972E0;-1,089999974E-1;-8,651000023E0;1,630000025E-1;8,653222024E0
5,143895159E0;-1,299999952E-1;-8,543000221E0;1,400000006E-1;8,545136206E0
5,146384159E0;-9,399999678E-2;-8,604999542E0;1,990000010E-1;8,607813551E0
5,148873621E0;-1,350000054E-1;-8,614999771E0;1,420000046E-1;8,617227516E0
5,151362851E0;-2,189999968E-1;-8,604999542E0;9,200000018E-2;8,608277535E0
5,153851775E0;-1,209999993E-1;-8,500000000E0;1,040000021E-1;8,501497339E0
5,156340996E0;-1,640000045E-1;-8,581000328E0;1,959999949E-1;8,584805101E0
5,158830227E0;-1,400000006E-1;-8,480999947E0;1,889999956E-1;8,484260786E0
5,161319458E0;-1,369999945E-1;-8,484999657E0;1,159999967E-1;8,486898383E0
5,163808381E0;-1,350000054E-1;-8,524000168E0;1,059999987E-1;8,525728113E0
5,166297381E0;-1,759999990E-1;-8,527999878E0;1,230000034E-1;8,530702604E0
5,168786313E0;-2,090000063E-1;-8,463999748E0;7,999999821E-2;8,466957703E0
5,171275236E0;-8,200000226E-2;-8,470999718E0;1,560000032E-1;8,472832833E0
5,173764467E0;-1,350000054E-1;-8,524000168E0;1,369999945E-1;8,526169882E0
5,176253621E0;-1,209999993E-1;-8,477999687E0;1,770000011E-1;8,480710389E0
5,178742636E0;-1,330000013E-1;-8,444999695E0;1,799999923E-2;8,446066117E0
5,181231867E0;-3,400000185E-2;-8,413999557E0;1,959999949E-1;8,416350786E0
5,183721097E0;-6,800000370E-2;-8,387000084E0;1,230000034E-1;8,388177598E0
5,186210251E0;-5,099999905E-2;-8,420999527E0;1,990000010E-1;8,423504914E0
5,188699251E0;-7,000000030E-2;-8,430000305E0;1,449999958E-1;8,431537828E0
5,191188386E0;-4,199999943E-2;-8,390000343E0;3,400000185E-2;8,390174358E0
5,193677386E0;-3,700000048E-2;-8,387000084E0;2,469999939E-1;8,390717991E0
5,196166617E0;-3,900000080E-2;-8,319999695E0;1,940000057E-1;8,322352547E0
5,198655848E0;-6,000000052E-3;-8,397000313E0;1,040000021E-1;8,397646471E0
5,201145309E0;2,099999972E-2;-8,387000084E0;1,400000006E-1;8,388194765E0
5,203634554E0;2,099999972E-2;-8,387000084E0;1,230000034E-1;8,387928255E0
5,206123862E0;6,000000052E-3;-8,303000450E0;1,650000066E-1;8,304641923E0
5,208613092E0;1,620000005E-1;-8,307999611E0;1,819999963E-1;8,311571785E0
5,211102246E0;-3,000000026E-3;-8,336999893E0;2,269999981E-1;8,340090240E0
5,213591477E0;9,000000358E-2;-8,397000313E0;1,110000014E-1;8,398216195E0
5,216080501E0;1,550000012E-1;-8,303000450E0;1,400000006E-1;8,305627097E0
5,218569655E0;7,800000161E-2;-8,350999832E0;1,230000034E-1;8,352269823E0
5,221058886E0;8,299999684E-2;-8,305999756E0;1,110000014E-1;8,307156068E0
5,223547886E0;1,449999958E-1;-8,272000313E0;2,630000114E-1;8,277450283E0
5,226037039E0;1,550000012E-1;-8,293999672E0;2,249999940E-1;8,298498693E0
5,228526021E0;2,169999927E-1;-8,239000320E0;2,779999971E-1;8,246544687E0
5,231015251E0;2,599999905E-1;-8,322999954E0;2,560000122E-1;8,330994193E0
5,233504405E0;2,599999905E-1;-8,326999664E0;1,770000011E-1;8,332937802E0
5,235993405E0;2,339999974E-1;-8,291000366E0;2,370000035E-1;8,297687152E0
5,238482559E0;2,240000069E-1;-8,274999619E0;2,489999980E-1;8,281774912E0
5,240971573E0;3,659999967E-1;-8,156000137E0;1,490000039E-1;8,165567662E0
5,243460727E0;2,430000007E-1;-8,265000343E0;1,819999963E-1;8,270574567E0
5,245949958E0;3,149999976E-1;-8,272000313E0;1,299999952E-1;8,279016498E0
5,248438958E0;3,009999990E-1;-8,298999786E0;1,650000066E-1;8,306095560E0
5,250928125E0;3,849999905E-1;-8,236000061E0;3,039999902E-1;8,250596220E0
5,253417049E0;3,420000076E-1;-8,262999535E0;2,700000107E-1;8,274480366E0
5,255905972E0;3,249999881E-1;-8,291000366E0;2,919999957E-1;8,302504204E0
5,258394972E0;3,919999897E-1;-8,251000404E0;2,060000002E-1;8,262875266E0
5,260884202E0;3,659999967E-1;-8,180999756E0;2,370000035E-1;8,192611428E0
5,263373112E0;3,729999959E-1;-8,267000198E0;2,939999998E-1;8,280631454E0
5,265862265E0;3,729999959E-1;-8,211999893E0;3,540000021E-1;8,228085272E0
5,268351496E0;4,539999962E-1;-8,210000038E0;1,700000018E-1;8,224300373E0
5,270840419E0;4,539999962E-1;-8,281999588E0;2,370000035E-1;8,297819122E0
5,273329342E0;4,250000119E-1;-8,319999695E0;2,489999980E-1;8,334567831E0
5,275818578E0;4,329999983E-1;-8,251000404E0;1,400000006E-1;8,263540202E0
5,278307501E0;4,990000129E-1;-8,354000092E0;2,939999998E-1;8,374052456E0
5,280796193E0;5,149999857E-1;-8,291000366E0;3,400000036E-1;8,313934812E0
5,283285040E0;5,099999905E-1;-8,375000000E0;2,680000067E-1;8,394792969E0
5,285773732E0;4,399999976E-1;-8,272000313E0;1,369999945E-1;8,284826985E0
5,288262674E0;5,590000153E-1;-8,279000282E0;3,109999895E-1;8,303676757E0
5,290751597E0;5,799999833E-1;-8,345999718E0;2,969999909E-1;8,371398943E0
5,293240520E0;5,559999943E-1;-8,333999634E0;2,080000043E-1;8,355115193E0
5,295729674E0;5,659999847E-1;-8,331999779E0;2,269999981E-1;8,354286642E0
5,298218597E0;5,730000138E-1;-8,312999725E0;3,160000145E-1;8,338713897E0
5,300707813E0;5,870000124E-1;-8,286999702E0;2,680000067E-1;8,312085002E0
5,303196736E0;5,320000052E-1;-8,345999718E0;3,230000138E-1;8,369173454E0
5,305685659E0;5,509999990E-1;-8,402000427E0;2,630000114E-1;8,424154627E0
5,308174582E0;5,749999881E-1;-8,385000229E0;2,489999980E-1;8,408380036E0
5,310663274E0;5,730000138E-1;-8,369999886E0;3,140000105E-1;8,395464437E0
5,313152121E0;5,820000172E-1;-8,416000366E0;3,019999862E-1;8,441504023E0
5,315641044E0;6,060000062E-1;-8,390000343E0;2,660000026E-1;8,416061892E0
5,318129967E0;6,349999905E-1;-8,375000000E0;2,150000036E-1;8,401789987E0
5,320618967E0;6,259999871E-1;-8,468999863E0;1,889999956E-1;8,494207182E0
5,323107890E0;6,589999795E-1;-8,423000336E0;2,440000027E-1;8,452263107E0
5,325596740E0;5,920000076E-1;-8,446999550E0;3,039999902E-1;8,473174222E0
5,328085432E0;5,989999771E-1;-8,527999878E0;2,660000026E-1;8,553147894E0
5,330574355E0;5,730000138E-1;-8,496999741E0;3,089999855E-1;8,521902053E0
5,333063279E0;6,399999857E-1;-8,494999886E0;3,400000036E-1;8,525856147E0
5,335552174E0;5,749999881E-1;-8,500000000E0;2,540000081E-1;8,523211894E0
5,338041097E0;5,199999809E-1;-8,602999687E0;2,129999995E-1;8,621332414E0
5,340530558E0;5,469999909E-1;-8,581000328E0;2,750000060E-1;8,602813530E0
5,343019558E0;5,350000262E-1;-8,548000336E0;2,750000060E-1;8,569139967E0
5,345508481E0;4,799999893E-1;-8,597999573E0;1,599999964E-1;8,612873890E0
5,347997644E0;4,690000117E-1;-8,687000275E0;1,519999951E-1;8,700979185E0
5,350486644E0;4,539999962E-1;-8,689000130E0;1,959999949E-1;8,703060108E0
5,352975567E0;5,049999952E-1;-8,725000381E0;1,770000011E-1;8,741394949E0
5,355464490E0;4,869999886E-1;-8,720000267E0;1,749999970E-1;8,735341931E0
5,357953413E0;4,420000017E-1;-8,737000465E0;1,110000014E-1;8,748877764E0
5,360442558E0;4,729999900E-1;-8,767999649E0;1,819999963E-1;8,782634618E0
5,362931481E0;4,639999866E-1;-8,744000435E0;1,770000011E-1;8,758091607E0
5,365420481E0;4,350000024E-1;-8,828000069E0;2,750000060E-1;8,842987912E0
5,367909635E0;4,280000031E-1;-8,880999565E0;1,990000010E-1;8,893533509E0
5,370398620E0;4,230000079E-1;-8,859000206E0;2,560000122E-1;8,872787029E0
5,372887543E0;3,889999986E-1;-8,890000343E0;1,909999996E-1;8,900556618E0
5,375376466E0;2,870000005E-1;-8,911999702E0;1,720000058E-1;8,918278517E0
5,377865620E0;3,659999967E-1;-8,968999863E0;1,990000010E-1;8,978670031E0
5,380354313E0;3,370000124E-1;-9,000000000E0;2,560000122E-1;9,009944784E0
5,382843173E0;3,680000007E-1;-8,984000206E0;3,039999902E-1;8,996671590E0
5,385332173E0;2,360000014E-1;-8,951999664E0;3,280000091E-1;8,961114774E0
5,387821096E0;2,479999959E-1;-8,984000206E0;2,010000050E-1;8,989669888E0
5,390310019E0;2,460000068E-1;-9,137000084E0;1,770000011E-1;9,142024696E0
5,392799173E0;1,620000005E-1;-9,088999748E0;2,080000043E-1;9,092822687E0
5,395288159E0;2,189999968E-1;-9,118000031E0;2,319999933E-1;9,123579865E0
5,397777082E0;2,029999942E-1;-9,154000282E0;2,300000042E-1;9,159139161E0
5,400265928E0;2,119999975E-1;-9,248999596E0;1,700000018E-1;9,252990734E0
5,402754620E0;1,400000006E-1;-9,276000023E0;2,899999917E-1;9,281588033E0
5,405243543E0;1,260000020E-1;-9,263999939E0;1,749999970E-1;9,266509368E0
5,407732375E0;7,800000161E-2;-9,222999573E0;2,029999942E-1;9,225563079E0
5,410221067E0;8,299999684E-2;-9,387999535E0;1,749999970E-1;9,389997298E0
5,412710221E0;9,300000221E-2;-9,357000351E0;1,870000064E-1;9,359330829E0
5,415199451E0;-1,999999955E-2;-9,369000435E0;3,779999912E-1;9,376644023E0
5,417688375E0;7,800000161E-2;-9,399999619E0;2,109999955E-1;9,402690989E0
5,420177605E0;3,500000015E-2;-9,383999825E0;1,790000051E-1;9,385772142E0
5,422666605E0;-2,700000070E-2;-9,486000061E0;2,179999948E-1;9,488543100E0
5,425155759E0;-6,800000370E-2;-9,428999901E0;2,630000114E-1;9,432912177E0
5,427644682E0;4,199999943E-2;-9,451000214E0;2,630000114E-1;9,454752141E0
5,430133682E0;-2,999999933E-2;-9,475000381E0;2,419999987E-1;9,478137804E0
5,432622836E0;-6,100000069E-2;-9,572999954E0;1,990000010E-1;9,575262405E0
5,435112067E0;3,500000015E-2;-9,515000343E0;2,469999939E-1;9,518270091E0
5,437601067E0;-4,600000009E-2;-9,534000397E0;2,560000122E-1;9,537547671E0
5,440090298E0;-1,209999993E-1;-9,630000114E0;2,849999964E-1;9,634976295E0
5,442579457E0;-1,280000061E-1;-9,670999527E0;2,469999939E-1;9,674999992E0
5,445068380E0;-1,350000054E-1;-9,668999672E0;3,179999888E-1;9,675169438E0
5,447557072E0;-1,449999958E-1;-9,720999718E0;3,379999995E-1;9,727954796E0
5,450045995E0;-9,000000358E-2;-9,751999855E0;2,440000027E-1;9,755467040E0
5,452534856E0;-8,500000089E-2;-9,762000084E0;3,140000105E-1;9,767418628E0
5,455023549E0;-1,539999992E-1;-9,704000473E0;2,129999995E-1;9,707559435E0
5,457512395E0;-2,090000063E-1;-9,737999916E0;2,820000052E-1;9,744323854E0
5,460001087E0;-1,420000046E-1;-9,826999664E0;3,089999855E-1;9,832881948E0
5,462490010E0;-1,129999980E-1;-9,819000244E0;3,639999926E-1;9,826394598E0
5,464978918E0;-1,640000045E-1;-9,843000412E0;1,909999996E-1;9,846219280E0
5,467468072E0;-1,519999951E-1;-9,895999908E0;2,469999939E-1;9,900248845E0
5,469956995E0;-1,469999999E-1;-9,920000076E0;2,919999957E-1;9,925385358E0
5,472445918E0;-1,570000052E-1;-1,004500008E1;4,449999928E-1;1,005607779E1
5,474934841E0;-1,589999944E-1;-1,006099987E1;2,610000074E-1;1,006564059E1
5,477423769E0;-1,400000006E-1;-9,994000435E0;3,589999974E-1;1,000142618E1
5,479912692E0;-1,400000006E-1;-1,001799965E1;2,660000026E-1;1,002250832E1
5,482401615E0;-1,490000039E-1;-1,010200024E1;2,899999917E-1;1,010726025E1
5,484890615E0;-1,280000061E-1;-1,001599979E1;2,560000122E-1;1,002008842E1
5,487379769E0;-1,659999937E-1;-1,016399956E1;2,700000107E-1;1,016894011E1
5,489868462E0;-9,899999946E-2;-1,007800007E1;2,870000005E-1;1,008257186E1
5,492357385E0;-1,129999980E-1;-1,013099957E1;3,039999902E-1;1,013618948E1
5,494846000E0;-1,209999993E-1;-1,015699959E1;3,420000076E-1;1,016347606E1
5,497334923E0;-2,199999988E-2;-1,014999962E1;2,800000012E-1;1,015388479E1
5,499823769E0;-7,999999821E-2;-1,021700001E1;1,870000064E-1;1,021902433E1
5,502312687E0;-4,399999976E-2;-1,024300003E1;3,589999974E-1;1,024938372E1
5,504801303E0;8,999999613E-3;-1,021000004E1;3,759999871E-1;1,021692506E1
5,507290303E0;4,899999872E-2;-1,019499969E1;3,589999974E-1;1,020143621E1
5,509779149E0;4,699999839E-2;-1,030099964E1;2,440000027E-1;1,030399624E1
5,512268072E0;5,700000003E-2;-1,029399967E1;3,779999912E-1;1,030109520E1
5,514757303E0;5,900000036E-2;-1,028600025E1;4,259999990E-1;1,029498704E1
5,517246303E0;5,400000140E-2;-1,026500034E1;2,750000060E-1;1,026882530E1
5,519735149E0;9,000000358E-2;-1,034399986E1;3,019999862E-1;1,034879883E1
5,522223841E0;5,200000107E-2;-1,032499981E1;2,540000081E-1;1,032825450E1
5,524712995E0;8,799999952E-2;-1,035099983E1;3,899999857E-1;1,035871814E1
5,527201942E0;1,759999990E-1;-1,041800022E1;2,730000019E-1;1,042306258E1
5,529690635E0;1,500000060E-1;-1,029599953E1;3,260000050E-1;1,030225132E1
5,532179788E0;1,500000060E-1;-1,033899975E1;3,330000043E-1;1,034544851E1
5,534668712E0;1,480000019E-1;-1,042500019E1;3,490000069E-1;1,043189024E1
5,537157404E0;2,870000005E-1;-1,039900017E1;3,689999878E-1;1,040950212E1
5,539646255E0;1,979999989E-1;-1,042800045E1;3,420000076E-1;1,043548568E1
5,542135486E0;3,079999983E-1;-1,051900005E1;3,330000043E-1;1,052877558E1
5,544624409E0;3,009999990E-1;-1,042500019E1;3,540000021E-1;1,043535078E1
5,547113332E0;3,009999990E-1;-1,044200039E1;3,230000138E-1;1,045133016E1
5,549602024E0;4,160000086E-1;-1,048799992E1;3,300000131E-1;1,050143315E1
5,552090942E0;3,610000014E-1;-1,042500019E1;2,630000114E-1;1,043456367E1
5,554579865E0;3,989999890E-1;-1,050399971E1;2,820000052E-1;1,051535710E1
5,557068789E0;3,540000021E-1;-1,058600044E1;3,039999902E-1;1,059627941E1
5,559557712E0;4,869999886E-1;-1,053299999E1;3,519999981E-1;1,055012615E1
5,562046558E0;3,970000148E-1;-1,049699974E1;1,889999956E-1;1,050620453E1
5,564535264E0;5,590000153E-1;-1,053299999E1;2,779999971E-1;1,055148586E1
5,567024187E0;4,059999883E-1;-1,063599968E1;2,440000027E-1;1,064654222E1
5,569513033E0;4,760000110E-1;-1,053299999E1;3,260000050E-1;1,054878860E1
5,572001956E0;4,839999974E-1;-1,055700016E1;2,579999864E-1;1,057123798E1
5,574490870E0;5,540000200E-1;-1,058600044E1;3,970000148E-1;1,060791829E1
5,576979870E0;6,140000224E-1;-1,055500031E1;2,870000005E-1;1,057673846E1
5,579469024E0;4,959999919E-1;-1,056700039E1;1,330000013E-1;1,057947079E1
5,581958024E0;6,299999952E-1;-1,057600021E1;2,129999995E-1;1,059688867E1
5,584447178E0;6,470000148E-1;-1,057400036E1;2,560000122E-1;1,059686881E1
5,586936428E0;6,349999905E-1;-1,066499996E1;2,060000002E-1;1,068587316E1
5,589425428E0;5,590000153E-1;-1,068599987E1;2,370000035E-1;1,070323518E1
5,591914351E0;6,019999981E-1;-1,059099960E1;3,059999943E-1;1,061250737E1
5,594403274E0;6,209999919E-1;-1,060700035E1;2,899999917E-1;1,062912026E1
5,596892736E0;6,449999809E-1;-1,060700035E1;3,039999902E-1;1,063094057E1
5,599381645E0;6,499999762E-1;-1,062399960E1;1,599999964E-1;1,064506775E1
5,601870568E0;6,019999981E-1;-1,069799995E1;2,579999864E-1;1,071803018E1
5,604359491E0;6,449999809E-1;-1,069600010E1;1,669999957E-1;1,071673141E1
5,606848183E0;6,589999795E-1;-1,065999985E1;2,560000122E-1;1,068341770E1
5,609337337E0;6,090000272E-1;-1,073400021E1;3,179999888E-1;1,075596418E1
5,611826038E0;6,380000114E-1;-1,068400002E1;1,840000004E-1;1,070461379E1
5,614315192E0;5,749999881E-1;-1,067199993E1;1,870000064E-1;1,068911486E1
5,616803885E0;5,490000248E-1;-1,067000008E1;2,349999994E-1;1,068669863E1
5,619292500E0;6,159999967E-1;-1,076099968E1;2,849999964E-1;1,078238355E1
5,621781423E0;5,370000005E-1;-1,064099979E1;1,209999993E-1;1,065522814E1
5,624270563E0;5,440000296E-1;-1,069400024E1;2,179999948E-1;1,071004674E1
5,626759563E0;5,820000172E-1;-1,070100021E1;1,749999970E-1;1,071824401E1
5,629248486E0;5,730000138E-1;-1,070600033E1;1,840000004E-1;1,072290203E1
5,631737332E0;5,749999881E-1;-1,071800041E1;2,249999940E-1;1,073577118E1
5,634226255E0;4,819999933E-1;-1,075599957E1;1,159999967E-1;1,076741875E1
5,636715192E0;5,270000100E-1;-1,076099968E1;2,370000035E-1;1,077650278E1
5,639204192E0;5,469999909E-1;-1,066699982E1;2,989999950E-1;1,068519981E1
5,641693115E0;5,659999847E-1;-1,077499962E1;2,660000026E-1;1,079313341E1
5,644182269E0;4,819999933E-1;-1,079199982E1;2,779999971E-1;1,080633463E1
5,646671500E0;5,130000114E-1;-1,078199959E1;2,300000042E-1;1,079664689E1
5,649160500E0;5,230000019E-1;-1,076500034E1;1,959999949E-1;1,077947946E1
5,651649654E0;4,609999955E-1;-1,080599976E1;3,039999902E-1;1,082010017E1
5,654138654E0;4,280000031E-1;-1,082299995E1;3,160000145E-1;1,083606792E1
5,656627577E0;3,560000062E-1;-1,080900002E1;2,230000049E-1;1,081715981E1
5,659116808E0;4,160000086E-1;-1,078199959E1;2,419999987E-1;1,079273529E1
5,661606039E0;3,420000076E-1;-1,077000046E1;2,560000122E-1;1,077846974E1
5,664095192E0;3,149999976E-1;-1,078199959E1;3,140000105E-1;1,079116936E1
5,666584115E0;3,179999888E-1;-1,084000015E1;2,750000060E-1;1,084814972E1
5,669073115E0;3,319999874E-1;-1,077999973E1;3,210000098E-1;1,078988690E1
5,671562269E0;2,790000141E-1;-1,090900040E1;3,759999871E-1;1,091904330E1
5,674051495E0;1,840000004E-1;-1,073200035E1;1,940000057E-1;1,073533062E1
5,676540418E0;2,669999897E-1;-1,077299976E1;3,400000036E-1;1,078167023E1
5,679029649E0;2,409999967E-1;-1,078499985E1;3,589999974E-1;1,079366405E1
5,681518880E0;1,840000004E-1;-1,069099998E1;1,720000058E-1;1,069396655E1
5,684007880E0;1,979999989E-1;-1,076500034E1;4,359999895E-1;1,077564533E1
5,686497111E0;1,309999973E-1;-1,081299973E1;3,179999888E-1;1,081846792E1
5,688986264E0;1,140000001E-1;-1,077700043E1;3,300000131E-1;1,078265432E1
5,691475187E0;1,000000015E-1;-1,081299973E1;3,089999855E-1;1,081787613E1
5,693964187E0;1,239999980E-1;-1,069799995E1;3,230000138E-1;1,070359323E1
5,696453116E0;-3,000000026E-3;-1,071800041E1;3,689999878E-1;1,072435093E1
5,698942039E0;2,099999972E-2;-1,069799995E1;3,280000091E-1;1,070304760E1
5,701431192E0;-2,999999933E-2;-1,076299953E1;2,080000043E-1;1,076505100E1
5,703920116E0;1,099999994E-2;-1,061699963E1;3,810000122E-1;1,062383938E1
5,706409116E0;2,099999972E-2;-1,064799976E1;3,810000122E-1;1,065483463E1
5,708898341E0;-3,200000152E-2;-1,070600033E1;4,020000100E-1;1,071359282E1
5,711386957E0;-6,100000069E-2;-1,073200035E1;2,349999994E-1;1,073474627E1
5,713876111E0;-5,099999905E-2;-1,065799999E1;3,140000105E-1;1,066274640E1
5,716365111E0;-1,469999999E-1;-1,063799953E1;5,270000100E-1;1,065205952E1
5,718853928E0;-1,040000021E-1;-1,061200047E1;4,120000005E-1;1,062050441E1
5,721342851E0;-3,400000185E-2;-1,061900043E1;3,420000076E-1;1,062456071E1
5,723831774E0;-1,539999992E-1;-1,061699963E1;3,689999878E-1;1,062452625E1
5,726320697E0;-1,369999945E-1;-1,064099979E1;3,059999943E-1;1,064628018E1
5,728809928E0;-1,369999945E-1;-1,052600002E1;4,670000076E-1;1,053724511E1
5,731298943E0;-9,899999946E-2;-1,050899982E1;3,970000148E-1;1,051696189E1
5,733788097E0;-1,809999943E-1;-1,059099960E1;4,379999936E-1;1,060159788E1
5,736277097E0;-1,040000021E-1;-1,062399960E1;4,140000045E-1;1,063257163E1
5,738765943E0;-1,930000037E-1;-1,052799988E1;5,339999795E-1;1,054330055E1
5,741254866E0;-2,119999975E-1;-1,047299957E1;4,810000062E-1;1,048618258E1
5,743743866E0;-1,350000054E-1;-1,047799969E1;5,199999809E-1;1,049176355E1
5,746232789E0;-1,899999976E-1;-1,046800041E1;4,289999902E-1;1,047851009E1
5,748721943E0;-1,209999993E-1;-1,042099953E1;4,860000014E-1;1,043302776E1
5,751210943E0;-2,119999975E-1;-1,036499977E1;4,090000093E-1;1,037523230E1
5,753700097E0;-1,519999951E-1;-1,033699989E1;4,499999881E-1;1,034790659E1
5,756189000E0;-2,430000007E-1;-1,037300014E1;4,140000045E-1;1,038410213E1
5,758677692E0;-1,829999983E-1;-1,036299992E1;4,480000138E-1;1,037429324E1
5,761166846E0;-9,899999946E-2;-1,025800037E1;3,970000148E-1;1,026615710E1
5,763655769E0;-1,330000013E-1;-1,026700020E1;5,120000243E-1;1,028061896E1
5,766144769E0;-2,070000023E-1;-1,030099964E1;3,230000138E-1;1,030814104E1
5,768633702E0;-1,400000006E-1;-1,027200031E1;3,709999919E-1;1,027965133E1
5,771122933E0;-1,330000013E-1;-1,019799995E1;3,569999933E-1;1,020511348E1
5,773611856E0;-5,400000140E-2;-1,022900009E1;5,000000000E-1;1,024135532E1
5,776100779E0;-1,369999945E-1;-1,014500046E1;3,899999857E-1;1,015341830E1
5,778589702E0;-6,300000101E-2;-1,015200043E1;4,550000131E-1;1,016238686E1
5,781078919E0;-1,159999967E-1;-1,015499973E1;3,420000076E-1;1,016141917E1
5,783568073E0;-5,099999905E-2;-1,012100029E1;4,000000060E-1;1,012902996E1
5,786057304E0;5,400000140E-2;-1,008500004E1;3,829999864E-1;1,009241452E1
5,788546534E0;4,000000190E-3;-1,003999996E1;3,709999919E-1;1,004685305E1
5,791035842E0;-8,500000089E-2;-1,003499985E1;4,000000060E-1;1,004332848E1
5,793525029E0;-2,199999988E-2;-1,003999996E1;3,019999862E-1;1,004456506E1
5,796014029E0;4,899999872E-2;-9,989000320E0;3,899999857E-1;9,996730885E0
5,798503490E0;6,100000069E-2;-9,878999710E0;4,189999998E-1;9,888069441E0
5,800992490E0;2,999999933E-2;-9,942000389E0;3,160000145E-1;9,947066288E0
5,803481644E0;2,800000086E-2;-9,965000153E0;3,280000091E-1;9,970436101E0
5,805970352E0;8,500000089E-2;-9,883999825E0;3,689999878E-1;9,891250605E0
5,808459813E0;1,640000045E-1;-9,850999832E0;3,779999912E-1;9,859613465E0
5,810948813E0;1,360000074E-1;-9,776000023E0;4,000000060E-1;9,785125061E0
5,813437967E0;1,140000001E-1;-9,819000244E0;2,440000027E-1;9,822693001E0
5,815926890E0;2,029999942E-1;-9,782999992E0;2,730000019E-1;9,788913466E0
5,818416198E0;1,640000045E-1;-9,748000145E0;2,870000005E-1;9,753603018E0
5,820905352E0;2,520000041E-1;-9,718999863E0;1,770000011E-1;9,723877382E0
5,823394582E0;2,240000069E-1;-9,732999802E0;2,370000035E-1;9,738461385E0
5,825883813E0;2,720000148E-1;-9,701999664E0;3,400000036E-1;9,711765107E0
5,828372813E0;2,310000062E-1;-9,701999664E0;2,700000107E-1;9,708504442E0
5,830862024E0;2,750000060E-1;-9,572999954E0;1,420000046E-1;9,578001729E0
5,833351255E0;4,090000093E-1;-9,593999863E0;2,230000049E-1;9,605302878E0
5,835840409E0;3,659999967E-1;-9,545999527E0;2,370000035E-1;9,555952698E0
5,838329409E0;4,210000038E-1;-9,465000153E0;2,269999981E-1;9,477077497E0
5,840818562E0;3,459999859E-1;-9,451000214E0;2,060000002E-1;9,459574886E0
5,843307813E0;4,090000093E-1;-9,508000374E0;2,389999926E-1;9,519793754E0
5,845797044E0;3,179999888E-1;-9,430999756E0;1,490000039E-1;9,437535769E0
5,848286275E0;3,630000055E-1;-9,402999878E0;1,669999957E-1;9,411485786E0
5,850775198E0;4,709999859E-1;-9,406999588E0;2,300000042E-1;9,421591279E0
5,853264510E0;4,729999900E-1;-9,326000214E0;2,300000042E-1;9,340819502E0
5,855753663E0;5,540000200E-1;-9,347999573E0;1,010000035E-1;9,364945971E0
5,858242894E0;4,709999859E-1;-9,206000328E0;1,539999992E-1;9,219327472E0
5,860732125E0;4,889999926E-1;-9,314000130E0;1,230000034E-1;9,327638952E0
5,863221356E0;5,659999847E-1;-9,258999825E0;1,010000035E-1;9,276833228E0
